,pclass,survived,sex,age,sibsp,parch,ticket,fare,cabin,embarked,boat,home.dest
459,2,0,0,42.0,1,0,633,27.0,0,3,0,237
460,2,1,1,24.0,2,1,633,27.0,0,3,24,237
461,2,0,0,47.0,0,0,916,15.0,0,3,0,226
462,2,0,0,24.0,2,0,439,31.5,0,3,0,30
463,2,0,0,22.0,2,0,439,31.5,0,3,0,30
464,2,0,0,32.0,0,0,347,10.5,0,3,0,108
465,2,1,1,23.0,0,0,129,13.7917,65,1,21,33
466,2,0,0,34.0,1,0,28,26.0,0,3,0,87
467,2,1,1,24.0,1,0,28,26.0,0,3,24,87
468,2,0,1,22.0,0,0,546,21.0,0,3,0,85
469,2,1,1,0.0,0,0,394,12.35,44,2,17,79
470,2,0,0,35.0,0,0,561,12.35,0,2,0,0
471,2,1,1,45.0,0,0,356,13.5,0,3,8,18
472,2,0,0,57.0,0,0,888,12.35,0,2,0,147
473,2,0,0,0.0,0,0,140,0.0,0,3,0,299
474,2,0,0,31.0,0,0,695,10.5,0,3,0,284
475,2,0,1,26.0,1,1,484,26.0,0,3,0,62
476,2,0,0,30.0,1,1,484,26.0,0,3,0,62
477,2,0,0,0.0,0,0,549,10.7083,0,2,0,0
478,2,1,1,1.0,1,2,512,41.5792,0,1,2,292
479,2,1,1,3.0,1,2,512,41.5792,0,1,2,292
480,2,0,0,25.0,1,2,512,41.5792,0,1,0,292
481,2,1,1,22.0,1,2,512,41.5792,0,1,2,292
482,2,1,1,17.0,0,0,792,12.0,0,1,24,208
483,2,1,1,0.0,0,0,295,33.0,0,3,21,222
484,2,1,1,34.0,0,0,647,10.5,17,3,2,350
485,2,0,0,36.0,0,0,626,12.875,65,1,0,180
486,2,0,0,24.0,0,0,860,10.5,0,3,0,0
487,2,0,0,61.0,0,0,468,12.35,0,2,0,0
488,2,0,0,50.0,1,0,258,26.0,0,3,0,245
489,2,1,1,42.0,1,0,258,26.0,0,3,0,245
490,2,0,1,57.0,0,0,411,10.5,138,3,0,176
491,2,0,0,0.0,0,0,107,15.0458,65,1,0,55
492,2,1,0,1.0,0,2,11,37.0042,0,1,17,120
493,2,0,0,31.0,1,1,11,37.0042,0,1,0,120
494,2,1,1,24.0,1,1,11,37.0042,0,1,17,120
495,2,0,0,0.0,0,0,713,15.5792,0,1,0,33
496,2,0,0,30.0,0,0,260,13.0,0,3,0,288
497,2,0,0,40.0,0,0,338,16.0,0,3,0,103
498,2,0,0,32.0,0,0,739,13.5,0,3,0,333
499,2,0,0,30.0,0,0,320,13.0,0,3,0,285
500,2,0,0,46.0,0,0,513,26.0,0,3,0,162
501,2,1,1,13.0,0,1,693,19.5,0,3,2,192
502,2,1,1,41.0,0,1,693,19.5,0,3,2,192
503,2,1,0,19.0,0,0,106,10.5,0,3,12,283
504,2,0,0,39.0,0,0,857,13.0,0,3,0,332
505,2,0,0,48.0,0,0,8,13.0,0,3,0,152
506,2,0,0,70.0,0,0,883,10.5,0,3,0,161
507,2,0,0,27.0,0,0,705,13.0,0,3,0,293
508,2,0,0,54.0,0,0,867,14.0,0,3,0,252
509,2,0,0,39.0,0,0,566,26.0,0,3,0,0
510,2,0,0,16.0,0,0,411,10.5,0,3,0,266
511,2,0,0,62.0,0,0,247,9.6875,0,2,0,281
512,2,0,0,32.5,1,0,95,30.0708,0,1,0,33
513,2,1,1,14.0,1,0,95,30.0708,0,1,0,33
514,2,1,0,2.0,1,1,451,26.0,87,3,6,247
515,2,1,0,3.0,1,1,451,26.0,87,3,6,247
516,2,0,0,36.5,0,2,451,26.0,87,3,0,247
517,2,0,0,26.0,0,0,620,13.0,87,3,0,194
518,2,0,0,19.0,1,1,211,36.75,0,3,0,264
519,2,0,0,28.0,0,0,198,13.5,0,3,0,157
520,2,1,0,20.0,0,0,846,13.8625,35,1,15,265
521,2,1,1,29.0,0,0,303,10.5,17,3,21,167
522,2,0,0,39.0,0,0,747,13.0,0,3,0,286
523,2,1,0,22.0,0,0,381,10.5,0,3,11,199
524,2,1,0,0.0,0,0,9,13.8625,0,1,8,235
525,2,0,0,23.0,0,0,242,10.5,0,3,0,12
526,2,1,0,29.0,0,0,721,13.8583,0,1,8,235
527,2,0,0,28.0,0,0,96,10.5,0,3,0,21
528,2,0,0,0.0,0,0,87,0.0,0,3,0,299
529,2,1,1,50.0,0,1,781,26.0,0,3,24,71
530,2,0,0,19.0,0,0,830,10.5,0,3,0,249
531,2,0,0,0.0,0,0,40,15.05,0,1,0,0
532,2,0,0,41.0,0,0,217,13.0,0,3,0,0
533,2,1,1,21.0,0,1,884,21.0,0,3,24,309
534,2,1,1,19.0,0,0,566,26.0,0,3,21,337
535,2,0,0,43.0,0,1,884,21.0,0,3,0,309
536,2,1,1,32.0,0,0,232,13.0,0,3,8,342
537,2,0,0,34.0,0,0,481,13.0,0,3,0,360
538,2,1,0,30.0,0,0,802,12.7375,0,1,2,274
539,2,0,0,27.0,0,0,307,15.0333,0,1,0,55
540,2,1,1,2.0,1,1,459,26.0,0,3,21,20
541,2,1,1,8.0,1,1,459,26.0,0,3,21,20
542,2,1,1,33.0,0,2,459,26.0,0,3,21,20
543,2,0,0,36.0,0,0,509,10.5,0,3,0,72
544,2,0,0,34.0,1,0,22,21.0,0,3,24,355
545,2,1,1,30.0,3,0,22,21.0,0,3,0,355
546,2,1,1,28.0,0,0,291,13.0,0,3,8,115
547,2,0,0,23.0,0,0,601,15.0458,0,1,0,120
548,2,1,0,0.8333,1,1,132,18.75,0,3,5,236
549,2,1,0,3.0,1,1,132,18.75,0,3,5,236
550,2,1,1,24.0,2,3,132,18.75,0,3,5,236
551,2,1,1,50.0,0,0,732,10.5,0,3,11,164
552,2,0,0,19.0,0,0,323,10.5,0,3,0,0
553,2,1,1,21.0,0,0,94,10.5,0,3,24,128
554,2,0,0,26.0,0,0,611,13.0,0,3,0,9
555,2,0,0,25.0,0,0,14,13.0,0,3,0,328
556,2,0,0,27.0,0,0,194,26.0,0,3,0,82
557,2,1,1,25.0,0,1,781,26.0,0,3,24,39
558,2,1,1,18.0,0,2,72,13.0,0,3,1,335
559,2,1,1,20.0,0,0,211,36.75,0,3,21,264
560,2,1,1,30.0,0,0,634,13.0,0,3,17,185
561,2,0,0,59.0,0,0,902,13.5,0,3,0,256
562,2,1,1,30.0,0,0,43,12.35,0,2,11,338
563,2,0,0,35.0,0,0,862,10.5,0,3,0,40
564,2,1,1,40.0,0,0,504,13.0,0,3,8,0
565,2,0,0,25.0,0,0,46,13.0,0,3,0,277
566,2,0,0,41.0,0,0,806,15.0458,0,1,0,33
567,2,0,0,25.0,0,0,670,10.5,0,3,0,11
568,2,0,0,18.5,0,0,313,13.0,12,3,0,0
569,2,0,0,14.0,0,0,193,65.0,0,3,0,254
570,2,1,1,50.0,0,0,556,10.5,0,3,8,16
571,2,0,0,23.0,0,0,487,13.0,0,3,0,0
572,2,1,1,28.0,0,0,604,12.65,0,3,0,58
573,2,1,1,27.0,0,0,833,10.5,44,3,1,53
574,2,0,0,29.0,1,0,668,21.0,0,3,0,36
575,2,0,1,27.0,1,0,668,21.0,0,3,0,36
576,2,0,0,40.0,0,0,162,13.0,0,3,0,56
577,2,1,1,31.0,0,0,179,21.0,0,3,2,273
578,2,0,0,30.0,1,0,175,21.0,0,3,0,184
579,2,0,0,23.0,1,0,576,10.5,0,3,0,0
580,2,1,1,31.0,0,0,175,21.0,0,3,17,184
581,2,0,0,0.0,0,0,540,0.0,0,3,0,299
582,2,1,1,12.0,0,0,819,15.75,0,3,8,168
583,2,1,1,40.0,0,0,819,15.75,0,3,8,168
584,2,1,1,32.5,0,0,545,13.0,44,3,24,174
585,2,0,0,27.0,1,0,594,26.0,0,3,0,47
586,2,1,1,29.0,1,0,594,26.0,0,3,17,47
587,2,1,0,2.0,1,1,767,23.0,0,3,2,236
588,2,1,1,4.0,1,1,767,23.0,0,3,2,236
589,2,1,1,29.0,0,2,767,23.0,0,3,2,236
590,2,1,1,0.9167,1,2,656,27.75,0,3,17,140
591,2,1,1,5.0,1,2,656,27.75,0,3,17,140
592,2,0,0,36.0,1,2,656,27.75,0,3,0,140
593,2,1,1,33.0,1,2,656,27.75,0,3,17,140
594,2,0,0,66.0,0,0,298,10.5,0,3,0,190
595,2,0,0,0.0,0,0,113,12.875,0,3,0,0
596,2,1,0,31.0,0,0,675,13.0,0,3,8,51
597,2,1,0,0.0,0,0,314,13.0,0,3,2,259
598,2,1,1,26.0,0,0,99,13.5,0,3,8,154
599,2,0,1,24.0,0,0,826,13.0,0,3,0,55
600,3,0,0,42.0,0,0,809,7.55,0,3,0,0
601,3,0,0,13.0,0,2,773,20.25,0,3,0,279
602,3,0,0,16.0,1,1,773,20.25,0,3,0,279
603,3,1,1,35.0,1,1,773,20.25,0,3,25,279
604,3,1,1,16.0,0,0,412,7.65,0,3,1,92
605,3,1,0,25.0,0,0,635,7.65,20,3,25,211
606,3,1,0,20.0,0,0,790,7.925,0,3,3,172
607,3,1,1,18.0,0,0,423,7.2292,0,1,7,203
608,3,0,0,30.0,0,0,157,7.25,0,3,0,349
609,3,0,0,26.0,0,0,379,8.05,0,3,0,24
610,3,0,1,40.0,1,0,251,9.475,0,3,0,278
611,3,1,0,0.8333,0,1,447,9.35,0,3,21,368
612,3,1,1,18.0,0,1,447,9.35,0,3,11,368
613,3,1,0,26.0,0,0,825,18.7875,0,1,3,91
614,3,0,0,26.0,0,0,844,7.8875,0,3,0,177
615,3,0,0,20.0,0,0,717,7.925,0,3,0,344
616,3,0,0,24.0,0,0,367,7.05,0,3,0,0
617,3,0,0,25.0,0,0,478,7.05,0,3,0,238
618,3,0,0,35.0,0,0,605,8.05,0,3,0,149
619,3,0,0,18.0,0,0,283,8.3,0,3,0,304
620,3,0,0,32.0,0,0,433,22.525,0,3,0,217
621,3,1,1,19.0,1,0,861,7.8542,0,3,1,0
622,3,0,0,4.0,4,2,511,31.275,0,3,0,243
623,3,0,1,6.0,4,2,511,31.275,0,3,0,243
624,3,0,1,2.0,4,2,511,31.275,0,3,0,243
625,3,1,1,17.0,4,2,615,7.925,0,3,6,81
626,3,0,1,38.0,4,2,628,7.775,0,3,0,49
627,3,0,1,9.0,4,2,511,31.275,0,3,0,243
628,3,0,1,11.0,4,2,511,31.275,0,3,0,243
629,3,0,0,39.0,1,5,511,31.275,0,3,0,243
630,3,1,0,27.0,0,0,623,7.7958,0,3,25,0
631,3,0,0,26.0,0,0,25,7.775,0,3,0,156
632,3,0,1,39.0,1,5,511,31.275,0,3,0,243
633,3,0,0,20.0,0,0,606,7.8542,0,3,0,242
634,3,0,0,26.0,0,0,850,7.8958,0,3,0,1
635,3,0,0,25.0,1,0,280,17.8,0,3,0,322
636,3,0,1,18.0,1,0,280,17.8,0,3,0,322
637,3,0,0,24.0,0,0,421,7.775,0,3,0,28
638,3,0,0,35.0,0,0,76,7.05,0,3,0,0
639,3,0,0,5.0,4,2,645,31.3875,0,3,0,257
640,3,0,0,9.0,4,2,645,31.3875,0,3,0,163
641,3,1,0,3.0,4,2,645,31.3875,0,3,3,163
642,3,0,0,13.0,4,2,645,31.3875,0,3,0,163
643,3,1,1,5.0,4,2,645,31.3875,0,3,3,163
644,3,0,0,40.0,1,5,645,31.3875,0,3,0,257
645,3,1,0,23.0,0,0,914,7.7958,0,3,11,193
646,3,1,1,38.0,1,5,645,31.3875,0,3,3,257
647,3,1,1,45.0,0,0,676,7.225,0,1,7,356
648,3,0,0,21.0,0,0,31,7.225,0,1,0,356
649,3,0,0,23.0,0,0,249,7.05,0,3,0,0
650,3,0,1,17.0,0,0,432,14.4583,0,1,0,0
651,3,0,0,30.0,0,0,144,7.225,0,1,0,356
652,3,0,0,23.0,0,0,889,7.8542,0,3,0,130
653,3,1,1,13.0,0,0,506,7.2292,0,1,7,48
654,3,0,0,20.0,0,0,868,7.225,0,1,0,0
655,3,0,0,32.0,1,0,199,15.85,0,3,6,159
656,3,1,1,33.0,3,0,199,15.85,0,3,0,159
657,3,1,1,0.75,2,1,100,19.2583,0,1,7,191
658,3,1,1,0.75,2,1,100,19.2583,0,1,7,191
659,3,1,1,5.0,2,1,100,19.2583,0,1,7,191
660,3,1,1,24.0,0,3,100,19.2583,0,1,7,191
661,3,1,1,18.0,0,0,218,8.05,0,3,7,146
662,3,0,0,40.0,0,0,560,7.225,0,1,0,0
663,3,0,0,26.0,0,0,61,7.8958,0,3,0,0
664,3,1,0,20.0,0,0,26,7.2292,0,1,3,0
665,3,0,1,18.0,0,1,471,14.4542,0,1,0,316
666,3,0,1,45.0,0,1,471,14.4542,0,1,0,316
667,3,0,1,27.0,0,0,641,7.8792,0,2,0,33
668,3,0,0,22.0,0,0,925,8.05,0,3,0,74
669,3,0,0,19.0,0,0,730,8.05,0,3,0,369
670,3,0,0,26.0,0,0,41,7.775,0,3,0,98
671,3,0,0,22.0,0,0,173,9.35,0,3,0,195
672,3,0,0,0.0,0,0,834,7.2292,0,1,0,0
673,3,0,0,20.0,0,0,563,4.0125,0,1,0,227
674,3,1,0,32.0,0,0,553,56.4958,0,3,7,143
675,3,0,0,21.0,0,0,52,7.775,0,3,0,171
676,3,0,0,18.0,0,0,133,7.75,0,3,0,105
677,3,0,0,26.0,0,0,310,7.8958,0,3,0,1
678,3,0,0,6.0,1,1,248,15.2458,0,1,0,66
679,3,0,1,9.0,1,1,248,15.2458,0,1,0,66
680,3,0,0,0.0,0,0,71,7.225,0,1,0,227
681,3,0,1,0.0,0,2,248,15.2458,0,1,0,66
682,3,0,1,0.0,0,2,17,7.75,0,2,0,110
683,3,0,0,40.0,1,1,62,15.5,0,2,0,110
684,3,0,1,32.0,1,1,62,15.5,0,2,0,110
685,3,0,0,21.0,0,0,181,16.1,0,3,0,136
686,3,1,1,22.0,0,0,592,7.725,0,2,11,52
687,3,0,1,20.0,0,0,699,7.8542,0,3,0,175
688,3,0,0,29.0,1,0,271,7.0458,0,3,0,358
689,3,0,0,22.0,1,0,358,7.25,0,3,0,358
690,3,0,0,22.0,0,0,653,7.7958,0,3,0,163
691,3,0,0,35.0,0,0,452,8.05,0,3,0,271
692,3,0,1,18.5,0,0,743,7.2833,0,2,0,365
693,3,1,0,21.0,0,0,466,7.8208,0,2,11,97
694,3,0,0,19.0,0,0,396,6.75,0,2,0,270
695,3,0,1,18.0,0,0,658,7.8792,0,2,0,198
696,3,0,1,21.0,0,0,287,8.6625,0,3,0,0
697,3,0,1,30.0,0,0,630,8.6625,0,3,0,0
698,3,0,0,18.0,0,0,745,8.6625,0,3,0,0
699,3,0,0,38.0,0,0,708,8.6625,0,3,0,169
700,3,0,0,17.0,0,0,785,8.6625,0,3,0,0
701,3,0,0,17.0,0,0,863,8.6625,0,3,0,0
702,3,0,1,21.0,0,0,640,7.75,0,2,0,0
703,3,0,0,21.0,0,0,215,7.75,0,2,0,233
704,3,0,0,21.0,0,0,756,8.05,0,3,0,0
705,3,0,0,0.0,1,0,285,14.4583,0,1,0,356
706,3,0,1,0.0,1,0,285,14.4583,0,1,0,356
707,3,0,0,28.0,0,0,327,7.7958,0,3,0,93
708,3,0,0,24.0,0,0,519,7.8542,0,3,0,212
709,3,1,1,16.0,0,0,75,7.75,0,2,1,326
710,3,0,1,37.0,0,0,93,7.75,0,2,0,96
711,3,0,0,28.0,0,0,585,7.25,0,3,0,29
712,3,0,0,24.0,0,0,388,8.05,0,3,0,237
713,3,0,0,21.0,0,0,288,7.7333,0,2,0,138
714,3,1,0,32.0,0,0,553,56.4958,0,3,7,143
715,3,0,0,29.0,0,0,289,8.05,0,3,0,0
716,3,0,0,26.0,1,0,520,14.4542,0,1,0,305
717,3,0,0,18.0,1,0,520,14.4542,0,1,0,305
718,3,0,0,20.0,0,0,786,7.05,0,3,0,45
719,3,1,0,18.0,0,0,252,8.05,0,3,24,310
720,3,0,0,24.0,0,0,0,7.25,0,2,0,153
721,3,0,0,36.0,0,0,202,7.4958,0,3,0,1
722,3,0,0,24.0,0,0,518,7.4958,0,3,0,0
723,3,0,0,31.0,0,0,918,7.7333,0,2,0,303
724,3,0,0,31.0,0,0,455,7.75,0,2,0,307
725,3,1,1,22.0,0,0,200,7.75,0,2,11,213
726,3,0,1,30.0,0,0,174,7.6292,0,2,0,213
727,3,0,0,70.5,0,0,727,7.75,0,2,0,0
728,3,0,0,43.0,0,0,391,8.05,0,3,0,0
729,3,0,0,35.0,0,0,817,7.8958,0,3,0,359
730,3,0,0,27.0,0,0,10,7.8958,0,3,0,359
731,3,0,0,19.0,0,0,350,7.8958,0,3,0,359
732,3,0,0,30.0,0,0,120,8.05,0,3,0,237
733,3,1,0,9.0,1,1,408,15.9,0,3,18,231
734,3,1,0,3.0,1,1,408,15.9,0,3,18,231
735,3,1,1,36.0,0,2,408,15.9,0,3,18,231
736,3,0,0,59.0,0,0,917,7.25,0,3,0,188
737,3,0,0,19.0,0,0,761,8.1583,0,3,0,352
738,3,1,1,17.0,0,1,470,16.1,0,3,24,353
739,3,0,0,44.0,0,1,470,16.1,0,3,0,353
740,3,0,0,17.0,0,0,590,8.6625,0,3,0,315
741,3,0,0,22.5,0,0,53,7.225,0,1,0,0
742,3,1,0,45.0,0,0,700,8.05,0,3,3,89
743,3,0,1,22.0,0,0,835,10.5167,0,3,0,276
744,3,0,0,19.0,0,0,871,10.1708,0,3,0,359
745,3,1,1,30.0,0,0,572,6.95,0,2,3,314
746,3,1,0,29.0,0,0,437,7.75,0,2,10,314
747,3,0,0,0.3333,0,2,723,14.4,0,3,0,99
748,3,0,0,34.0,1,1,723,14.4,0,3,0,99
749,3,0,1,28.0,1,1,723,14.4,0,3,0,99
750,3,0,0,27.0,0,0,815,7.8958,0,3,0,1
751,3,0,0,25.0,0,0,816,7.8958,0,3,0,1
752,3,0,0,24.0,2,0,890,24.15,0,3,0,272
753,3,0,0,22.0,0,0,479,8.05,0,3,0,0
754,3,0,0,21.0,2,0,890,24.15,0,3,0,272
755,3,0,0,17.0,2,0,111,8.05,0,3,0,272
756,3,0,0,0.0,1,0,235,16.1,0,3,0,331
757,3,1,1,0.0,1,0,235,16.1,0,3,1,331
758,3,1,0,36.5,1,0,227,17.4,0,3,3,345
759,3,1,1,36.0,1,0,227,17.4,0,3,11,345
760,3,1,0,30.0,0,0,482,9.5,0,3,21,6
761,3,0,0,16.0,0,0,368,9.5,0,3,0,0
762,3,1,0,1.0,1,2,477,20.575,0,3,17,2
763,3,1,1,0.1667,1,2,477,20.575,0,3,17,2
764,3,0,0,26.0,1,2,477,20.575,0,3,0,2
765,3,1,1,33.0,1,2,477,20.575,0,3,17,2
766,3,0,0,25.0,0,0,800,7.8958,0,3,0,0
767,3,0,0,0.0,0,0,751,7.8958,0,3,0,0
768,3,0,0,0.0,0,0,261,7.8958,0,3,0,291
769,3,0,0,22.0,0,0,309,7.25,0,3,0,0
770,3,0,0,36.0,0,0,50,7.25,0,3,0,0
771,3,1,1,19.0,0,0,241,7.8792,0,2,7,10
772,3,0,0,17.0,0,0,752,7.8958,0,3,0,0
773,3,0,0,42.0,0,0,351,8.6625,0,3,0,0
774,3,0,0,43.0,0,0,593,7.8958,0,3,0,0
775,3,0,0,0.0,0,0,741,7.2292,0,1,0,0
776,3,0,0,32.0,0,0,661,7.75,0,2,0,138
777,3,1,0,19.0,0,0,859,8.05,0,3,12,268
778,3,1,1,30.0,0,0,612,12.475,0,3,11,196
779,3,0,1,24.0,0,0,34,7.75,0,2,0,138
780,3,1,1,23.0,0,0,19,8.05,0,3,0,298
781,3,0,0,33.0,0,0,262,7.8958,0,1,0,228
782,3,0,0,65.0,0,0,195,7.75,0,2,0,0
783,3,1,0,24.0,0,0,88,7.55,0,3,6,177
784,3,0,0,23.0,1,0,842,13.9,0,3,0,121
785,3,1,1,22.0,1,0,842,13.9,0,3,1,121
786,3,0,0,18.0,0,0,189,7.775,0,3,0,61
787,3,0,0,16.0,0,0,636,7.775,0,3,0,117
788,3,0,0,45.0,0,0,920,6.975,0,3,0,118
789,3,0,0,0.0,0,0,413,7.225,0,1,0,0
790,3,0,0,39.0,0,2,720,7.2292,0,1,0,316
791,3,0,0,17.0,1,1,698,7.2292,0,1,0,0
792,3,0,0,15.0,1,1,836,7.2292,0,1,0,227
793,3,0,0,47.0,0,0,707,7.25,0,3,0,210
794,3,1,1,5.0,0,0,612,12.475,0,3,11,33
795,3,0,0,0.0,0,0,704,7.225,0,1,0,0
796,3,0,0,40.5,0,0,216,15.1,0,3,0,0
797,3,0,0,40.5,0,0,491,7.75,0,2,0,255
798,3,1,0,0.0,0,0,369,7.05,0,3,3,224
799,3,0,0,18.0,0,0,742,7.7958,0,3,0,0
800,3,0,1,0.0,0,0,613,7.75,0,2,0,0
801,3,0,0,0.0,0,0,632,7.75,0,2,0,0
802,3,0,0,0.0,0,0,748,6.95,0,2,0,0
803,3,0,0,26.0,0,0,239,7.8792,0,2,0,110
804,3,0,0,0.0,0,0,78,7.75,0,2,0,213
805,3,1,0,0.0,0,0,553,56.4958,0,3,11,143
806,3,0,1,21.0,2,2,382,34.375,0,3,0,290
807,3,0,1,9.0,2,2,382,34.375,0,3,0,290
808,3,0,0,0.0,0,0,401,8.05,0,3,0,287
809,3,0,0,18.0,2,2,382,34.375,0,3,0,290
810,3,0,0,16.0,1,3,382,34.375,0,3,0,290
811,3,0,1,48.0,1,3,382,34.375,0,3,0,290
812,3,0,0,0.0,0,0,841,7.75,0,2,0,138
813,3,0,0,0.0,0,0,587,7.25,0,3,0,0
814,3,0,0,25.0,0,0,617,7.7417,0,2,0,33
815,3,0,0,0.0,0,0,160,14.5,0,3,0,0
816,3,0,0,0.0,0,0,591,7.8958,0,1,0,0
817,3,0,0,22.0,0,0,923,8.05,0,3,0,0
818,3,1,1,16.0,0,0,885,7.7333,0,2,1,326
819,3,1,1,0.0,0,0,224,7.75,0,2,11,41
820,3,1,0,9.0,0,2,622,20.525,0,3,22,325
821,3,0,0,33.0,1,1,622,20.525,0,3,0,325
822,3,0,0,41.0,0,0,237,7.85,0,3,0,303
823,3,1,1,31.0,1,1,622,20.525,0,3,22,325
824,3,0,0,38.0,0,0,311,7.05,0,3,0,45
825,3,0,0,9.0,5,2,530,46.9,0,3,0,141
826,3,0,0,1.0,5,2,530,46.9,0,3,0,141
827,3,0,0,11.0,5,2,530,46.9,0,3,0,141
828,3,0,1,10.0,5,2,530,46.9,0,3,0,141
829,3,0,1,16.0,5,2,530,46.9,0,3,0,141
830,3,0,0,14.0,5,2,530,46.9,0,3,0,141
831,3,0,0,40.0,1,6,530,46.9,0,3,0,141
832,3,0,1,43.0,1,6,530,46.9,0,3,0,141
833,3,0,0,51.0,0,0,15,8.05,0,3,0,230
834,3,0,0,32.0,0,0,234,8.3625,0,3,0,218
835,3,0,0,0.0,0,0,763,8.05,0,3,0,0
836,3,0,0,20.0,0,0,212,9.8458,0,3,0,8
837,3,0,0,37.0,2,0,418,7.925,0,3,0,159
838,3,0,0,28.0,2,0,810,7.925,0,3,0,159
839,3,0,0,19.0,0,0,428,7.775,0,3,0,144
840,3,0,1,24.0,0,0,691,8.85,0,3,0,0
841,3,0,1,17.0,0,0,886,7.7333,0,2,0,0
842,3,0,0,0.0,1,0,525,19.9667,0,3,0,0
843,3,0,0,0.0,1,0,892,19.9667,0,3,0,0
844,3,0,0,28.0,1,0,845,15.85,0,3,0,0
845,3,1,1,24.0,1,0,845,15.85,0,3,3,0
846,3,0,0,20.0,0,0,256,9.5,0,3,0,0
847,3,0,0,23.5,0,0,464,7.2292,0,1,0,0
848,3,0,0,41.0,2,0,329,14.1083,0,3,0,0
849,3,0,0,26.0,1,0,746,7.8542,0,3,0,0
850,3,0,0,21.0,0,0,414,7.8542,0,3,0,0
851,3,1,1,45.0,1,0,329,14.1083,0,3,21,0
852,3,0,1,0.0,0,0,42,7.55,0,3,0,0
853,3,0,0,25.0,0,0,36,7.25,0,3,12,0
854,3,0,0,0.0,0,0,225,6.8583,0,2,0,0
855,3,0,0,11.0,0,0,825,18.7875,0,1,0,0
856,3,1,1,0.0,0,0,293,7.75,0,2,1,0
857,3,1,0,27.0,0,0,896,6.975,0,3,3,0
858,3,1,0,0.0,0,0,553,56.4958,0,3,7,0
859,3,0,1,18.0,0,0,795,6.75,0,2,0,0
860,3,1,1,26.0,0,0,259,7.925,0,3,0,0
861,3,0,1,23.0,0,0,646,7.925,0,3,0,0
862,3,1,1,22.0,0,0,667,8.9625,0,3,7,0
863,3,0,0,28.0,0,0,103,7.8958,0,3,0,0
864,3,0,1,28.0,0,0,403,7.775,0,3,0,0
865,3,0,1,0.0,0,0,706,7.75,0,2,0,0
866,3,1,1,2.0,0,1,188,12.2875,0,3,3,0
867,3,1,1,22.0,1,1,188,12.2875,0,3,3,0
868,3,0,0,43.0,0,0,5,6.45,0,3,0,0
869,3,0,0,28.0,0,0,433,22.525,0,3,0,0
870,3,1,1,27.0,0,0,614,7.925,0,3,0,0
871,3,0,0,0.0,0,0,624,7.75,0,2,0,0
872,3,1,1,0.0,0,0,115,8.05,0,3,7,0
873,3,0,0,42.0,0,0,422,7.65,20,3,0,0
874,3,1,0,0.0,0,0,60,7.8875,0,3,7,0
875,3,0,0,30.0,0,0,272,7.2292,0,1,0,0
876,3,0,0,0.0,0,0,134,7.8958,0,3,0,0
877,3,0,1,27.0,1,0,79,7.925,0,3,0,0
878,3,0,1,25.0,1,0,456,7.925,0,3,0,0
879,3,0,0,0.0,0,0,339,7.8958,0,3,0,0
880,3,1,0,29.0,0,0,820,7.8958,0,1,3,0
881,3,1,0,21.0,0,0,58,7.7958,0,3,25,0
882,3,0,0,0.0,0,0,357,7.05,0,3,0,0
883,3,0,0,20.0,0,0,726,7.8542,0,3,0,0
884,3,0,0,48.0,0,0,64,7.8542,0,3,0,0
885,3,0,0,17.0,1,0,679,7.0542,0,3,0,0
886,3,1,1,0.0,0,0,54,7.75,0,2,6,0
887,3,1,0,0.0,0,0,531,8.1125,0,3,11,0
888,3,0,0,34.0,0,0,178,6.4958,0,3,0,0
889,3,1,0,26.0,0,0,649,7.775,0,3,3,0
890,3,0,0,22.0,0,0,83,7.7958,0,3,0,0
891,3,0,0,33.0,0,0,340,8.6542,0,3,0,0
892,3,0,0,31.0,0,0,562,7.775,0,3,0,0
893,3,0,0,29.0,0,0,715,7.8542,0,3,0,0
894,3,1,0,4.0,1,1,155,11.1333,0,3,3,0
895,3,1,1,1.0,1,1,155,11.1333,0,3,3,0
896,3,0,0,49.0,0,0,532,0.0,0,3,0,0
897,3,0,0,33.0,0,0,642,7.775,0,3,0,0
898,3,0,0,19.0,0,0,532,0.0,0,3,0,0
899,3,1,1,27.0,0,2,155,11.1333,0,3,3,0
900,3,0,0,0.0,1,2,180,23.45,0,3,0,0
901,3,0,1,0.0,1,2,180,23.45,0,3,0,0
902,3,0,0,0.0,1,2,180,23.45,0,3,0,0
903,3,0,1,0.0,1,2,180,23.45,0,3,0,0
904,3,0,0,23.0,0,0,598,7.8958,0,3,0,0
905,3,1,0,32.0,0,0,652,7.8542,0,3,3,0
906,3,0,0,27.0,0,0,141,7.8542,0,3,0,0
907,3,0,1,20.0,1,0,651,9.825,0,3,0,0
908,3,0,1,21.0,1,0,73,9.825,0,3,0,0
909,3,1,0,32.0,0,0,789,7.925,0,3,3,0
910,3,0,0,17.0,0,0,281,7.125,0,3,0,0
911,3,0,0,21.0,0,0,245,8.4333,0,3,0,0
912,3,0,0,30.0,0,0,204,7.8958,0,3,0,0
913,3,1,0,21.0,0,0,737,7.7958,0,3,11,0
914,3,0,0,33.0,0,0,805,7.8542,0,3,0,0
915,3,0,0,22.0,0,0,127,7.5208,0,3,0,0
916,3,1,1,4.0,0,1,334,13.4167,0,1,3,0
917,3,1,0,39.0,0,1,334,13.4167,0,1,3,0
918,3,0,0,0.0,0,0,736,7.2292,0,1,0,0
